# LST, Quality Flags, Datetime
# 2009
1655,10014,200906140215
1655,10014,200906140230
-9999,-9999,200906140245
1641,10014,200906140300
1595,10014,200906140315
1595,10014,200906140330
1669,10014,200906140345
1729,10014,200906140400
1818,10014,200906140415
1852,10014,200906140430
-8000,60,200906140445
1930,10014,200906140500
-8000,44,200906140515
2296,10014,200906140530
2374,10014,200906140545
-8000,44,200906140600
2351,10014,200906140615
2815,10014,200906140630
2837,10014,200906140645
2918,10014,200906140700
3225,10014,200906140715
-8000,44,200906140730
-8000,44,200906140745
-8000,44,200906140800
3528,10014,200906140815
3727,10014,200906140830
3766,10014,200906140845
3844,10014,200906140900
4035,10014,200906140915
4182,10014,200906140930
4107,10014,200906140945
4149,10014,200906141000
4260,10014,200906141015
4094,10014,200906141030
4158,10014,200906141045
4137,10014,200906141100
4145,10014,200906141115
4205,10014,200906141130
4190,10014,200906141145
4199,10014,200906141200
4148,10014,200906141215
3943,10014,200906141230
3926,10014,200906141245
3996,10014,200906141300
3918,10014,200906141315
3845,10014,200906141330
3727,10014,200906141345
-8000,44,200906141400
-8000,60,200906141415
-8000,60,200906141430
-8000,60,200906141445
-8000,44,200906141500
-8000,44,200906141515
-8000,44,200906141530
-8000,44,200906141545
-8000,44,200906141600
-8000,44,200906141615
-8000,44,200906141630
2532,10014,200906141645
-8000,44,200906141700
-8000,44,200906141715
-8000,44,200906141730
-8000,44,200906141745
-8000,44,200906141800
2447,10014,200906141815
2297,10014,200906141830
2183,10014,200906141845
2160,10014,200906141900
2005,10014,200906141915
2132,10014,200906141930
2132,10014,200906141945
2122,10014,200906142000
2040,10014,200906142015
2008,10014,200906142030
1962,10014,200906142045
2065,10014,200906142100
1994,10014,200906142115
1962,10014,200906142130
1877,10014,200906142145
1899,10014,200906142200
1980,10014,200906142215
1853,10014,200906142230
1910,10014,200906142245
1931,10014,200906142300
1875,10014,200906142315
1872,10014,200906142330
1891,10014,200906142345
1710,10014,200906150000
1675,10014,200906150015
-8000,44,200906150030
-8000,44,200906150045
-8000,60,200906150100
-8000,60,200906150115
-8000,44,200906150130
-8000,44,200906150145
-8000,60,200906150200
-8000,60,200906150215
1526,10014,200906150230
1591,10014,200906150245
1582,10014,200906150300
1576,10014,200906150315
-8000,60,200906150330
-8000,44,200906150345
-8000,60,200906150400
1883,10014,200906150415
1908,10014,200906150430
2002,10014,200906150445
2098,10014,200906150500
-8000,60,200906150515
-8000,60,200906150530
2367,10014,200906150545
2508,10014,200906150600
2754,10014,200906150615
2845,10014,200906150630
2921,10014,200906150645
3035,10014,200906150700
3103,10014,200906150715
3144,10014,200906150730
3308,10014,200906150745
3394,10014,200906150800
3567,10014,200906150815
3635,10014,200906150830
3756,10014,200906150845
3720,10014,200906150900
3931,10014,200906150915
3950,10014,200906150930
3949,10014,200906150945
4076,10014,200906151000
-9999,-9999,200906151015
4142,10014,200906151030
4161,10014,200906151045
4203,10014,200906151100
4181,10014,200906151115
4255,10014,200906151130
4246,10014,200906151145
4170,10014,200906151200
4149,10014,200906151215
4134,10014,200906151230
4054,10014,200906151245
3992,10014,200906151300
3950,10014,200906151315
3907,10014,200906151330
3931,10014,200906151345
3889,10014,200906151400
3799,10014,200906151415
3698,10014,200906151430
3580,10014,200906151445
-9999,-9999,200906151500
3353,10014,200906151515
3225,10014,200906151530
3150,10014,200906151545
3084,10014,200906151600
3004,10014,200906151615
2981,10014,200906151630
2858,10014,200906151645
2790,10014,200906151700
2562,10014,200906151715
2385,10014,200906151730
2363,10014,200906151745
2220,10014,200906151800
-8000,44,200906151815
-8000,60,200906151830
-8000,44,200906151845
-8000,44,200906151900
-8000,44,200906151915
-8000,44,200906151930
-8000,44,200906151945
-8000,44,200906152000
-8000,60,200906152015
-8000,60,200906152030
1821,10014,200906152045
1834,10014,200906152100
1856,10014,200906152115
1837,10014,200906152130
1872,10014,200906152145
1860,10014,200906152200
1886,10014,200906152215
1855,10014,200906152230
1926,10014,200906152245
1907,10014,200906152300
1762,10014,200906152315
1866,10014,200906152330
1820,10014,200906152345
1809,10014,200906160000
1819,10014,200906160015
1795,10014,200906160030
1784,10014,200906160045
1759,10014,200906160100
1809,10014,200906160115
1724,10014,200906160130
1724,10014,200906160145
1759,10014,200906160200
1734,10014,200906160215
1770,10014,200906160230
1724,10014,200906160245
1688,10014,200906160300
1734,10014,200906160315
1749,10014,200906160330
1699,10014,200906160345
1773,10014,200906160400
1915,10014,200906160415
1882,10014,200906160430
1999,10014,200906160445
2133,10014,200906160500
2227,10014,200906160515
2389,10014,200906160530
2480,10014,200906160545
2620,10014,200906160600
2743,10014,200906160615
2767,10014,200906160630
2955,10014,200906160645
2988,10014,200906160700
3055,10014,200906160715
3166,10014,200906160730
-8000,12,200906160745
3385,10014,200906160800
3468,10014,200906160815
3517,10014,200906160830
3583,10014,200906160845
3667,10014,200906160900
3774,10014,200906160915
3760,10014,200906160930
3864,10014,200906160945
3915,10014,200906161000
3924,10014,200906161015
3963,10014,200906161030
4067,10014,200906161045
3982,10014,200906161100
4036,10014,200906161115
4024,10014,200906161130
4148,10014,200906161145
4132,10014,200906161200
4011,10014,200906161215
4026,10014,200906161230
4052,10014,200906161245
3981,10014,200906161300
3874,10014,200906161315
3760,10014,200906161330
3677,10014,200906161345
3604,10014,200906161400
3527,10014,200906161415
3452,10014,200906161430
3390,10014,200906161445
3295,10014,200906161500
3272,10014,200906161515
3118,10014,200906161530
3121,10014,200906161545
3045,10014,200906161600
-8000,12,200906161615
2832,10014,200906161630
2933,10014,200906161645
2788,10014,200906161700
2644,10014,200906161715
2575,10014,200906161730
2495,10014,200906161745
2497,10014,200906161800
2359,10014,200906161815
2276,10014,200906161830
2206,10014,200906161845
2172,10014,200906161900
2196,10014,200906161915
2172,10014,200906161930
2080,10014,200906161945
2126,10014,200906162000
2090,10014,200906162015
2113,10014,200906162030
2056,10014,200906162045
2042,10014,200906162100
1950,10014,200906162115
1961,10014,200906162130
2018,10014,200906162145
1972,10014,200906162200
1912,10014,200906162215
1926,10014,200906162230
1841,10014,200906162245
1809,10014,200906162300
1841,10014,200906162315
1877,10014,200906162330
1831,10014,200906162345
1763,10014,200906170000
1774,10014,200906170015
1712,10014,200906170030
1712,10014,200906170045
1666,10014,200906170100
1606,10014,200906170115
1641,10014,200906170130
1560,10014,200906170145
1553,10014,200906170200
1590,10014,200906170215
1630,10014,200906170230
1553,10014,200906170245
1616,10014,200906170300
1641,10014,200906170315
1647,10014,200906170330
1654,10014,200906170345
1725,10014,200906170400
1816,10014,200906170415
1837,10014,200906170430
1958,10014,200906170445
2091,10014,200906170500
2192,10014,200906170515
2285,10014,200906170530
2424,10014,200906170545
2529,10014,200906170600
2712,10014,200906170615
2785,10014,200906170630
2864,10014,200906170645
3023,10014,200906170700
3104,10014,200906170715
3204,10014,200906170730
3356,10014,200906170745
3438,10014,200906170800
3534,10014,200906170815
3703,10014,200906170830
3807,10014,200906170845
3877,10014,200906170900
3969,10014,200906170915
3936,10014,200906170930
4140,10014,200906170945
4203,10014,200906171000
4171,10014,200906171015
4231,10014,200906171030
4304,10014,200906171045
4199,10014,200906171100
4211,10014,200906171115
4229,10014,200906171130
4211,10014,200906171145
4160,10014,200906171200
4098,10014,200906171215
-8000,12,200906171230
4062,10014,200906171245
3985,10014,200906171300
3982,10014,200906171315
-9999,-9999,200906171330
-9999,-9999,200906171345
-9999,-9999,200906171400
-9999,-9999,200906171415
-9999,-9999,200906171430
3523,10014,200906171445
3472,10014,200906171500
3420,10014,200906171515
-9999,-9999,200906171530
-9999,-9999,200906171545
-9999,-9999,200906171600
-9999,-9999,200906171615
2983,10014,200906171630
2817,10014,200906171645
2785,10014,200906171700
-8000,44,200906171715
-8000,44,200906171730
-8000,44,200906171745
-8000,44,200906171800
2435,10014,200906171815
-8000,60,200906171830
-8000,44,200906171845
-8000,60,200906171900
-8000,60,200906171915
-8000,44,200906171930
-8000,60,200906171945
2077,10014,200906172000
2052,10014,200906172015
-8000,60,200906172030
2163,10014,200906172045
-8000,60,200906172100
-8000,44,200906172115
-8000,60,200906172130
-8000,44,200906172145
-8000,44,200906172200
1935,10014,200906172215
-8000,60,200906172230
2122,10014,200906172245
2141,10014,200906172300
2059,10014,200906172315
1978,10014,200906172330
2035,10014,200906172345
2094,10014,200906180000
2037,10014,200906180015
1940,10014,200906180030
1982,10014,200906180045
1950,10014,200906180100
2005,10014,200906180115
1940,10014,200906180130
1968,10014,200906180145
1912,10014,200906180200
1843,10014,200906180215
1812,10014,200906180230
1770,10014,200906180245
1857,10014,200906180300
1724,10014,200906180315
1780,10014,200906180330
1894,10014,200906180345
1836,10014,200906180400
1949,10014,200906180415
2006,10014,200906180430
2103,10014,200906180445
2184,10014,200906180500
2299,10014,200906180515
2406,10014,200906180530
2473,10014,200906180545
2598,10014,200906180600
2677,10014,200906180615
2787,10014,200906180630
2876,10014,200906180645
2977,10014,200906180700
3118,10014,200906180715
3161,10014,200906180730
3288,10014,200906180745
3247,10014,200906180800
3417,10014,200906180815
3533,10014,200906180830
3473,10014,200906180845
-8000,44,200906180900
-8000,44,200906180915
3628,10014,200906180930
3886,10014,200906180945
-8000,44,200906181000
3897,10014,200906181015
3926,10014,200906181030
4116,10014,200906181045
4228,10014,200906181100
4153,10014,200906181115
4095,10014,200906181130
-8000,44,200906181145
3869,10014,200906181200
3732,10014,200906181215
4148,10014,200906181230
4014,10014,200906181245
4061,10014,200906181300
3922,10014,200906181315
3924,10014,200906181330
3926,10014,200906181345
3801,10014,200906181400
-9999,-9999,200906181415
-9999,-9999,200906181430
-9999,-9999,200906181445
-9999,-9999,200906181500
-9999,-9999,200906181515
-8000,44,200906181530
-8000,44,200906181545
-8000,44,200906181600
-8000,44,200906181615
-8000,44,200906181630
-8000,44,200906181645
-8000,44,200906181700
-8000,44,200906181715
-8000,44,200906181730
-8000,44,200906181745
-8000,44,200906181800
-8000,44,200906181815
-8000,44,200906181830
-8000,44,200906181845
-8000,44,200906181900
-8000,44,200906181915
-8000,44,200906181930
-8000,60,200906181945
2072,10014,200906182000
2010,10014,200906182015
2097,10014,200906182030
2193,10014,200906182045
2101,10014,200906182100
2137,10014,200906182115
2056,10014,200906182130
2041,10014,200906182145
2041,10014,200906182200
2099,10014,200906182215
2047,10014,200906182230
2029,10014,200906182245
2007,10014,200906182300
1702,10014,200906182315
1969,10014,200906182330
1933,10014,200906182345
1910,10014,200906190000
1854,10014,200906190015
1815,10014,200906190030
-8000,60,200906190045
1829,10014,200906190100
1900,10014,200906190115
1935,10014,200906190130
1889,10014,200906190145
-8000,60,200906190200
1266,10014,200906190215
1771,10014,200906190230
1960,10014,200906190245
1750,10014,200906190300
1731,10014,200906190315
1662,10014,200906190330
1714,10014,200906190345
1833,10014,200906190400
2058,10014,200906190415
2094,10014,200906190430
2156,10014,200906190445
2273,10014,200906190500
2307,10014,200906190515
2379,10014,200906190530
2459,10014,200906190545
2585,10014,200906190600
2675,10014,200906190615
2853,10014,200906190630
2900,10014,200906190645
3055,10014,200906190700
3166,10014,200906190715
3265,10014,200906190730
3219,10014,200906190745
3425,10014,200906190800
3566,10014,200906190815
3435,10014,200906190830
3385,10014,200906190845
-8000,44,200906190900
-8000,44,200906190915
-8000,44,200906190930
3621,10014,200906190945
3856,10014,200906191000
3821,10014,200906191015
3882,10014,200906191030
4015,10014,200906191045
4086,10014,200906191100
4228,10014,200906191115
4258,10014,200906191130
4207,10014,200906191145
4207,10014,200906191200
4186,10014,200906191215
4135,10014,200906191230
4062,10014,200906191245
3978,10014,200906191300
3885,10014,200906191315
3960,10014,200906191330
3981,10014,200906191345
3819,10014,200906191400
3841,10014,200906191415
3721,10014,200906191430
3609,10014,200906191445
3594,10014,200906191500
3590,10014,200906191515
-8000,44,200906191530
-8000,44,200906191545
-8000,44,200906191600
-8000,44,200906191615
-8000,44,200906191630
-8000,44,200906191645
-8000,44,200906191700
2719,10014,200906191715
2442,10014,200906191730
-8000,12,200906191745
2696,10014,200906191800
-8000,44,200906191815
-8000,44,200906191830
-8000,44,200906191845
-8000,44,200906191900
-8000,44,200906191915
-8000,44,200906191930
-8000,44,200906191945
-8000,44,200906192000
-8000,44,200906192015
-8000,44,200906192030
-8000,44,200906192045
-8000,44,200906192100
-8000,60,200906192115
-8000,60,200906192130
-8000,60,200906192145
-8000,44,200906192200
-8000,44,200906192215
-8000,44,200906192230
-8000,44,200906192245
-8000,60,200906192300
-8000,60,200906192315
-8000,60,200906192330
-8000,60,200906192345
2090,10014,200906200000
1898,10014,200906200015
1953,10014,200906200030
1977,10014,200906200045
2066,10014,200906200100
2103,10014,200906200115
2003,10014,200906200130
2035,10014,200906200145
2066,10014,200906200200
2003,10014,200906200215
1981,10014,200906200230
1967,10014,200906200245
1902,10014,200906200300
1920,10014,200906200315
1933,10014,200906200330
1867,10014,200906200345
1949,10014,200906200400
2119,10014,200906200415
2097,10014,200906200430
2176,10014,200906200445
2255,10014,200906200500
2521,10014,200906200515
2509,10014,200906200530
2707,10014,200906200545
2641,10014,200906200600
2643,10014,200906200615
-8000,44,200906200630
-8000,44,200906200645
-8000,44,200906200700
2633,10014,200906200715
-8000,44,200906200730
-8000,44,200906200745
-8000,44,200906200800
-8000,44,200906200815
-8000,44,200906200830
-8000,44,200906200845
-8000,44,200906200900
-8000,60,200906200915
-8000,44,200906200930
-8000,44,200906200945
-8000,44,200906201000
-8000,60,200906201015
-8000,60,200906201030
-8000,60,200906201045
-8000,60,200906201100
-8000,60,200906201115
-8000,60,200906201130
-8000,60,200906201145
-8000,60,200906201200
-8000,60,200906201215
-8000,44,200906201230
-8000,44,200906201245
-8000,44,200906201300
-8000,60,200906201315
-8000,60,200906201330
-8000,44,200906201345
-8000,44,200906201400
-8000,44,200906201415
-8000,44,200906201430
3166,10014,200906201445
-8000,44,200906201500
-8000,44,200906201515
-8000,44,200906201530
3149,10014,200906201545
2867,10014,200906201600
-8000,44,200906201615
-8000,12,200906201630
-8000,44,200906201645
-8000,44,200906201700
2732,10014,200906201715
-8000,44,200906201730
-8000,44,200906201745
-8000,44,200906201800
-8000,44,200906201815
-8000,44,200906201830
-8000,44,200906201845
-8000,44,200906201900
-8000,44,200906201915
-8000,60,200906201930
-8000,44,200906201945
-8000,44,200906202000
-8000,44,200906202015
-8000,44,200906202030
2076,10014,200906202045
-8000,60,200906202100
2020,10014,200906202115
1949,10014,200906202130
1835,10014,200906202145
1850,10014,200906202200
1960,10014,200906202215
1987,10014,200906202230
1998,10014,200906202245
1959,10014,200906202300
1966,10014,200906202315
-8000,44,200906202330
-8000,60,200906202345
-8000,60,200906210000
-8000,60,200906210015
-8000,60,200906210030
-8000,60,200906210045
-8000,60,200906210100
-8000,60,200906210115
-8000,60,200906210130
-8000,60,200906210145
-8000,60,200906210200
-8000,60,200906210215
-8000,60,200906210230
-8000,60,200906210245
-8000,60,200906210300
1656,10014,200906210315
1803,10014,200906210330
1747,10014,200906210345
1828,10014,200906210400
1734,10014,200906210415
-8000,60,200906210430
-8000,60,200906210445
-8000,60,200906210500
-8000,60,200906210515
2139,10014,200906210530
2181,10014,200906210545
2320,10014,200906210600
2313,10014,200906210615
2515,10014,200906210630
-8000,60,200906210645
-8000,60,200906210700
-8000,60,200906210715
-8000,60,200906210730
2493,10014,200906210745
2651,10014,200906210800
2831,10014,200906210815
2867,10014,200906210830
2930,10014,200906210845
2988,10014,200906210900
2786,10014,200906210915
-8000,44,200906210930
3018,10014,200906210945
3097,10014,200906211000
3218,10014,200906211015
3205,10014,200906211030
3149,10014,200906211045
-8000,44,200906211100
-8000,44,200906211115
3218,10014,200906211130
3202,10014,200906211145
3211,10014,200906211200
3103,10014,200906211215
3178,10014,200906211230
3192,10014,200906211245
3146,10014,200906211300
3230,10014,200906211315
3100,10014,200906211330
2675,10014,200906211345
-8000,60,200906211400
-8000,60,200906211415
2765,10014,200906211430
-8000,44,200906211445
-8000,44,200906211500
-8000,44,200906211515
2538,10014,200906211530
2772,10014,200906211545
2716,10014,200906211600
2587,10014,200906211615
2516,10014,200906211630
2467,10014,200906211645
-8000,44,200906211700
2107,10014,200906211715
2169,10014,200906211730
2090,10014,200906211745
2045,10014,200906211800
2076,10014,200906211815
-8000,60,200906211830
-8000,60,200906211845
-8000,60,200906211900
-8000,60,200906211915
-8000,60,200906211930
1268,10014,200906211945
-8000,60,200906212000
-8000,60,200906212015
-8000,60,200906212030
-8000,60,200906212045
-8000,60,200906212100
-8000,60,200906212115
-8000,44,200906212130
-8000,44,200906212145
-8000,44,200906212200
-8000,44,200906212215
-8000,60,200906212230
-8000,44,200906212245
-8000,60,200906212300
-8000,60,200906212315
-8000,44,200906212330
-8000,44,200906212345
1284,10014,200906220000
1329,10014,200906220015
1455,10014,200906220030
1553,10014,200906220045
1475,10014,200906220100
1539,10014,200906220115
-9999,-9999,200906220130
-9999,-9999,200906220145
-9999,-9999,200906220200
-9999,-9999,200906220215
-9999,-9999,200906220230
-9999,-9999,200906220245
-9999,-9999,200906220300
-9999,-9999,200906220315
-9999,-9999,200906220330
-9999,-9999,200906220345
-9999,-9999,200906220400
-9999,-9999,200906220415
-9999,-9999,200906220430
-9999,-9999,200906220445
-9999,-9999,200906220500
-9999,-9999,200906220515
-9999,-9999,200906220530
-9999,-9999,200906220545
-9999,-9999,200906220600
-9999,-9999,200906220615
-9999,-9999,200906220630
-9999,-9999,200906220645
-9999,-9999,200906220700
-9999,-9999,200906220715
-9999,-9999,200906220730
-9999,-9999,200906220745
-9999,-9999,200906220800
-9999,-9999,200906220815
-8000,60,200906220830
-8000,60,200906220845
-8000,60,200906220900
-8000,60,200906220915
-8000,60,200906220930
-8000,60,200906220945
-8000,60,200906221000
-8000,60,200906221015
-8000,60,200906221030
-8000,60,200906221045
-8000,60,200906221100
-8000,60,200906221115
-8000,60,200906221130
-8000,60,200906221145
-8000,60,200906221200
-8000,60,200906221215
-8000,60,200906221230
-8000,60,200906221245
-8000,60,200906221300
-8000,60,200906221315
-8000,60,200906221330
-8000,60,200906221345
-8000,44,200906221400
-8000,60,200906221415
-8000,60,200906221430
-8000,60,200906221445
-8000,60,200906221500
-8000,60,200906221515
-8000,60,200906221530
-8000,60,200906221545
-8000,60,200906221600
-8000,60,200906221615
-8000,60,200906221630
-8000,60,200906221645
-8000,44,200906221700
-8000,60,200906221715
1928,10014,200906221730
1868,10014,200906221745
1709,10014,200906221800
1597,10014,200906221815
1447,10014,200906221830
-8000,60,200906221845
-8000,44,200906221900
-8000,44,200906221915
-8000,60,200906221930
-8000,60,200906221945
-8000,60,200906222000
-8000,60,200906222015
-8000,60,200906222030
-8000,60,200906222045
-8000,60,200906222100
-8000,60,200906222115
-8000,60,200906222130
-8000,60,200906222145
-8000,60,200906222200
-8000,44,200906222215
-8000,60,200906222230
-8000,60,200906222245
-8000,60,200906222300
-8000,60,200906222315
-8000,60,200906222330
-8000,60,200906222345
-8000,60,200906230000
-8000,60,200906230015
-8000,44,200906230030
-8000,44,200906230045
1428,10014,200906230100
1342,10014,200906230115
1375,10014,200906230130
1318,10014,200906230145
925,10014,200906230200
1256,10014,200906230215
1262,10014,200906230230
1301,10014,200906230245
1308,10014,200906230300
1327,10014,200906230315
1213,10014,200906230330
1237,10014,200906230345
-8000,60,200906230400
-8000,60,200906230415
-8000,60,200906230430
-8000,60,200906230445
-8000,60,200906230500
1653,10014,200906230515
1684,10014,200906230530
1825,10014,200906230545
1824,10014,200906230600
1896,10014,200906230615
2052,10014,200906230630
2189,10014,200906230645
2226,10014,200906230700
2391,10014,200906230715
2494,10014,200906230730
2541,10014,200906230745
2603,10014,200906230800
-8000,44,200906230815
-8000,44,200906230830
-8000,44,200906230845
-8000,44,200906230900
-8000,12,200906230915
-8000,44,200906230930
-8000,44,200906230945
-8000,44,200906231000
-8000,44,200906231015
-8000,44,200906231030
-8000,44,200906231045
2600,10014,200906231100
-8000,44,200906231115
-8000,60,200906231130
-8000,60,200906231145
-8000,60,200906231200
-8000,44,200906231215
-8000,44,200906231230
-8000,60,200906231245
-8000,60,200906231300
-8000,60,200906231315
-8000,60,200906231330
-8000,60,200906231345
-8000,60,200906231400
-8000,60,200906231415
-8000,60,200906231430
-8000,60,200906231445
-8000,44,200906231500
-8000,60,200906231515
-8000,60,200906231530
-8000,44,200906231545
-8000,44,200906231600
-8000,44,200906231615
-8000,44,200906231630
-8000,60,200906231645
-8000,60,200906231700
-8000,60,200906231715
-8000,60,200906231730
-8000,60,200906231745
-8000,60,200906231800
-8000,60,200906231815
-8000,60,200906231830
-8000,60,200906231845
1455,10014,200906231900
1360,10014,200906231915
1481,10014,200906231930
-8000,44,200906231945
-8000,44,200906232000
-8000,60,200906232015
1265,10014,200906232030
1423,10014,200906232045
1399,10014,200906232100
1373,10014,200906232115
1362,10014,200906232130
1315,10014,200906232145
1253,10014,200906232200
1245,10014,200906232215
1294,10014,200906232230
1283,10014,200906232245
1271,10014,200906232300
-8000,60,200906232315
-8000,60,200906232330
-8000,60,200906232345
-8000,60,200906240000
1157,10014,200906240015
1368,10014,200906240030
-8000,44,200906240045
-8000,60,200906240100
-8000,60,200906240115
-8000,44,200906240130
-8000,44,200906240145
-8000,44,200906240200
-8000,44,200906240215
-8000,44,200906240230
-8000,60,200906240245
-8000,60,200906240300
-8000,60,200906240315
-8000,60,200906240330
-8000,60,200906240345
-8000,44,200906240400
-8000,44,200906240415
-8000,60,200906240430
-8000,44,200906240445
-8000,44,200906240500
1821,10014,200906240515
-8000,44,200906240530
-8000,44,200906240545
-8000,44,200906240600
-8000,44,200906240615
-8000,44,200906240630
-8000,44,200906240645
-8000,44,200906240700
-8000,44,200906240715
-8000,44,200906240730
-8000,12,200906240745
-8000,44,200906240800
-8000,44,200906240815
-8000,44,200906240830
-8000,44,200906240845
-8000,44,200906240900
-8000,60,200906240915
-8000,60,200906240930
-8000,44,200906240945
-8000,44,200906241000
-8000,44,200906241015
3074,10014,200906241030
2913,10014,200906241045
-8000,44,200906241100
-8000,44,200906241115
-8000,60,200906241130
-8000,60,200906241145
-8000,60,200906241200
-8000,60,200906241215
-8000,44,200906241230
-8000,44,200906241245
-8000,44,200906241300
-8000,44,200906241315
-8000,60,200906241330
-8000,44,200906241345
-8000,12,200906241400
-8000,44,200906241415
-8000,60,200906241430
-8000,44,200906241445
-8000,60,200906241500
-8000,60,200906241515
-8000,60,200906241530
-8000,60,200906241545
-8000,44,200906241600
-8000,44,200906241615
-8000,44,200906241630
2129,10014,200906241645
2143,10014,200906241700
-8000,44,200906241715
-8000,44,200906241730
-8000,44,200906241745
-8000,44,200906241800
-8000,60,200906241815
-8000,60,200906241830
-8000,60,200906241845
1358,10014,200906241900
1357,10014,200906241915
-8000,44,200906241930
-8000,44,200906241945
1491,10014,200906242000
1395,10014,200906242015
-8000,60,200906242030
-8000,60,200906242045
-8000,60,200906242100
-8000,60,200906242115
-8000,60,200906242130
-8000,60,200906242145
-8000,60,200906242200
-8000,60,200906242215
-8000,60,200906242230
1494,10014,200906242245
1674,10014,200906242300
1179,10014,200906242315
-8000,60,200906242330
-8000,60,200906242345
1592,10014,200906250000
1603,10014,200906250015
1665,10014,200906250030
1703,10014,200906250045
1563,10014,200906250100
-8000,60,200906250115
1342,10014,200906250130
1698,10014,200906250145
1630,10014,200906250200
1640,10014,200906250215
1555,10014,200906250230
1576,10014,200906250245
1591,10014,200906250300
1469,10014,200906250315
1601,10014,200906250330
1551,10014,200906250345
1577,10014,200906250400
1591,10014,200906250415
1712,10014,200906250430
-8000,60,200906250445
-8000,60,200906250500
-8000,60,200906250515
-8000,60,200906250530
-8000,60,200906250545
-8000,60,200906250600
2072,10014,200906250615
2203,10014,200906250630
2415,10014,200906250645
2465,10014,200906250700
2532,10014,200906250715
-8000,12,200906250730
2557,10014,200906250745
2708,10014,200906250800
2744,10014,200906250815
2606,10014,200906250830
2744,10014,200906250845
2822,10014,200906250900
-8000,44,200906250915
-8000,44,200906250930
-8000,60,200906250945
-8000,60,200906251000
-8000,60,200906251015
-8000,44,200906251030
-8000,44,200906251045
-8000,44,200906251100
-8000,44,200906251115
3474,10014,200906251130
3457,10014,200906251145
3571,10014,200906251200
3371,10014,200906251215
3529,10014,200906251230
3474,10014,200906251245
3455,10014,200906251300
3400,10014,200906251315
3319,10014,200906251330
3375,10014,200906251345
3440,10014,200906251400
-8000,44,200906251415
3092,10014,200906251430
3147,10014,200906251445
-8000,44,200906251500
-8000,60,200906251515
-8000,60,200906251530
-8000,60,200906251545
-8000,44,200906251600
-8000,60,200906251615
-8000,60,200906251630
-8000,44,200906251645
-8000,44,200906251700
-8000,60,200906251715
-8000,60,200906251730
-8000,60,200906251745
-8000,60,200906251800
-8000,60,200906251815
-8000,60,200906251830
-8000,60,200906251845
-8000,60,200906251900
-8000,60,200906251915
-8000,60,200906251930
-8000,60,200906251945
-8000,60,200906252000
-8000,44,200906252015
-8000,44,200906252030
-8000,44,200906252045
-8000,60,200906252100
1613,10014,200906252115
1653,10014,200906252130
-8000,44,200906252145
1707,10014,200906252200
1811,10014,200906252215
1851,10014,200906252230
1766,10014,200906252245
-8000,44,200906252300
-8000,44,200906252315
-8000,44,200906252330
1513,10014,200906252345
-8000,60,200906260000
-8000,60,200906260015
1701,10014,200906260030
1712,10014,200906260045
1667,10014,200906260100
1593,10014,200906260115
1732,10014,200906260130
1711,10014,200906260145
1542,10014,200906260200
1463,10014,200906260215
1248,10014,200906260230
-8000,60,200906260245
-8000,60,200906260300
-8000,60,200906260315
1781,10014,200906260330
1721,10014,200906260345
1672,10014,200906260400
1760,10014,200906260415
1843,10014,200906260430
1973,10014,200906260445
2026,10014,200906260500
2016,10014,200906260515
2288,10014,200906260530
2204,10014,200906260545
2253,10014,200906260600
2356,10014,200906260615
2418,10014,200906260630
2497,10014,200906260645
2464,10014,200906260700
2440,10014,200906260715
2451,10014,200906260730
2476,10014,200906260745
2591,10014,200906260800
2753,10014,200906260815
-8000,44,200906260830
-8000,44,200906260845
-8000,44,200906260900
2786,10014,200906260915
3167,10014,200906260930
3187,10014,200906260945
3332,10014,200906261000
3383,10014,200906261015
3381,10014,200906261030
3489,10014,200906261045
3564,10014,200906261100
3561,10014,200906261115
3486,10014,200906261130
3459,10014,200906261145
3545,10014,200906261200
3564,10014,200906261215
3529,10014,200906261230
3512,10014,200906261245
3368,10014,200906261300
3469,10014,200906261315
3413,10014,200906261330
3371,10014,200906261345
3306,10014,200906261400
3308,10014,200906261415
3164,10014,200906261430
3084,10014,200906261445
3009,10014,200906261500
2985,10014,200906261515
2965,10014,200906261530
2863,10014,200906261545
2865,10014,200906261600
2692,10014,200906261615
2651,10014,200906261630
2603,10014,200906261645
2454,10014,200906261700
2396,10014,200906261715
2301,10014,200906261730
2253,10014,200906261745
2196,10014,200906261800
2185,10014,200906261815
2133,10014,200906261830
2006,10014,200906261845
1967,10014,200906261900
1956,10014,200906261915
1896,10014,200906261930
1886,10014,200906261945
1886,10014,200906262000
1886,10014,200906262015
1871,10014,200906262030
1846,10014,200906262045
1751,10014,200906262100
1737,10014,200906262115
1797,10014,200906262130
1782,10014,200906262145
1768,10014,200906262200
1733,10014,200906262215
1782,10014,200906262230
1698,10014,200906262245
1663,10014,200906262300
1712,10014,200906262315
1652,10014,200906262330
1711,10014,200906262345
1507,10014,200906270000
-8000,60,200906270015
1595,10014,200906270030
-8000,60,200906270045
1536,10014,200906270100
1656,10014,200906270115
-8000,60,200906270130
1540,10014,200906270145
1665,10014,200906270200
1417,10014,200906270215
1490,10014,200906270230
-8000,60,200906270245
-8000,60,200906270300
-8000,60,200906270315
-8000,44,200906270330
-8000,44,200906270345
-8000,60,200906270400
-8000,60,200906270415
-8000,60,200906270430
-8000,60,200906270445
1924,10014,200906270500
-8000,60,200906270515
1729,10014,200906270530
