time,observed_ozone_NIWA(DU),modeled_ozone(DU),tsi_impact(DU),halogen_impact(DU),aerosol_impact(DU),QBO_30mb_impact(DU),residual(DU)
Output created in ~tcanty/TOTAL_OZONE on Tue Nov  1 09:37:11 2016
 2007.792   -2.860   0.409  -2.444 -20.571  -0.100   2.545  -3.269
 2007.875   -0.880   0.080  -2.713 -20.549  -0.104   2.468  -0.960
 2007.958   -1.360  -0.546  -2.637 -20.530  -0.084   1.726  -0.814
 2008.042   -3.650  -1.065  -2.521 -20.512  -0.098   1.087  -2.585
 2008.125   -6.280  -1.702  -2.444 -20.493  -0.128   0.384  -4.578
 2008.208   -6.990  -2.570  -2.713 -20.471  -0.109  -0.256  -4.420
 2008.292   -5.110  -2.792  -2.560 -20.452  -0.095  -0.665  -2.318
 2008.375   -4.360  -3.417  -2.521 -20.430  -0.076  -1.368  -0.943
 2008.458   -4.780  -4.096  -2.713 -20.411  -0.084  -1.867  -0.684
 2008.542   -5.150  -4.300  -2.713 -20.392  -0.090  -2.084  -0.850
 2008.625   -5.050  -4.144  -2.752 -20.372  -0.093  -1.905  -0.906
 2008.708   -5.070  -4.004  -2.752 -20.350  -0.103  -1.777  -1.066
 2008.792   -5.460  -3.763  -2.675 -20.331  -0.100  -1.637  -1.697
 2008.875   -3.480  -3.348  -2.560 -20.308  -0.104  -1.355  -0.132
 2008.958   -3.660  -3.424  -2.637 -20.289  -0.084  -1.394  -0.236
 2009.042   -4.650  -3.496  -2.791 -20.269  -0.098  -1.317  -1.154
 2009.125   -5.980  -3.390  -2.598 -20.249  -0.128  -1.394  -2.590
 2009.208   -2.890  -3.400  -2.829 -20.227  -0.109  -1.215   0.510
 2009.292   -2.810  -3.213  -2.945 -20.207  -0.095  -0.946   0.403
 2009.375   -3.260  -2.251  -2.637 -20.185  -0.076  -0.332  -1.009
 2009.458   -1.780  -1.919  -2.752 -20.165  -0.084   0.102   0.139
 2009.542   -0.850  -1.587  -2.906 -20.145  -0.090   0.575   0.737
 2009.625    0.050  -1.263  -2.829 -20.125  -0.093   0.806   1.313
 2009.708    0.030  -1.071  -2.713 -20.103  -0.103   0.869   1.101
 2009.792   -1.460  -1.175  -2.713 -20.083  -0.100   0.742  -0.285
 2009.875   -0.580  -0.633  -2.483 -20.061  -0.104   1.036   0.053
 2009.958    1.740  -0.389  -2.560 -20.041  -0.084   1.317   2.129
 2010.042    2.850   0.040  -2.290 -20.021  -0.098   1.470   2.810
 2010.125    2.120   0.837  -1.675 -20.002  -0.128   1.662   1.283
 2010.208    2.610   0.813  -2.098 -19.980  -0.109   2.020   1.797
 2010.292    4.590   1.590  -1.790 -19.960  -0.095   2.455   3.000
 2010.375    3.740   1.553  -1.982 -19.938  -0.076   2.570   2.187
 2010.458    0.820   0.822  -2.290 -19.918  -0.084   2.135  -0.002
 2010.542    0.550  -0.557  -1.867 -19.899  -0.090   0.320   1.107
 2010.625    0.050  -1.743  -1.905 -19.879  -0.093  -0.844   1.793
 2010.708    0.030  -1.986  -1.751 -19.858  -0.103  -1.253   2.016
 2010.792    0.540  -2.552  -1.982 -19.838  -0.100  -1.611   3.092
 2010.875    3.120  -2.329  -1.713 -19.816  -0.104  -1.675   5.449
 2010.958    2.640  -2.291  -1.944 -19.797  -0.084  -1.445   4.931
 2011.042    1.650  -1.850  -1.790 -19.777  -0.098  -1.164   3.500
 2011.125    1.420  -2.001  -1.944 -19.758  -0.128  -1.151   3.421
 2011.208    0.710  -1.922  -1.944 -19.736  -0.109  -1.112   2.632
 2011.292   -2.710  -0.618  -0.674 -19.717  -0.095  -1.112  -2.092
 2011.375   -3.660  -0.680  -0.674 -19.695  -0.076  -1.215  -2.980
 2011.458   -2.980  -0.400  -0.750 -19.676  -0.084  -0.869  -2.580
 2011.542   -1.350  -0.721  -1.212 -19.656  -0.090  -0.742  -0.629
 2011.625   -1.050  -1.039  -1.636 -19.637  -0.093  -0.652  -0.011
 2011.708   -2.270  -0.784  -1.713 -19.615  -0.103  -0.332  -1.486
 2011.792   -1.260   0.136  -0.982 -19.595  -0.100  -0.166  -1.396
 2011.875   -0.080   1.524  -0.327 -19.574  -0.104   0.550  -1.604
 2011.958   -1.560   3.010   0.288 -19.554  -0.084   1.381  -4.570
