time,observed_ozone_NIWA(DU),modeled_ozone(DU),tsi_impact(DU),halogen_impact(DU),aerosol_impact(DU),QBO_30mb_impact(DU),residual(DU)
Output created in ~tcanty/TOTAL_OZONE on Tue Nov  1 09:37:11 2016
 2006.292   -5.010  -2.741  -2.175 -20.927  -0.095  -0.524  -2.269
 2006.375   -5.160  -2.995  -1.751 -20.906  -0.076  -1.240  -2.165
 2006.458   -4.480  -3.753  -2.098 -20.888  -0.084  -1.662  -0.727
 2006.542   -5.550  -3.932  -2.136 -20.869  -0.090  -1.816  -1.618
 2006.625   -5.150  -4.340  -2.560 -20.850  -0.093  -1.816  -0.810
 2006.708   -5.870  -3.649  -2.059 -20.829  -0.103  -1.637  -2.221
 2006.792   -6.360  -3.639  -2.098 -20.810  -0.100  -1.611  -2.721
 2006.875   -3.080  -3.969  -2.598 -20.788  -0.104  -1.458   0.889
 2006.958   -4.960  -3.393  -2.560 -20.769  -0.084  -0.959  -1.567
 2007.042   -4.050  -2.863  -2.521 -20.749  -0.098  -0.473  -1.187
 2007.125   -3.680  -2.797  -2.560 -20.730  -0.128  -0.358  -0.883
 2007.208   -2.690  -2.397  -2.406 -20.708  -0.109  -0.153  -0.293
 2007.292   -2.210  -1.789  -2.521 -20.689  -0.095   0.537  -0.421
 2007.375   -3.860  -1.097  -2.637 -20.668  -0.076   1.304  -2.763
 2007.458   -1.780  -0.368  -2.367 -20.648  -0.084   1.752  -1.412
 2007.542   -0.250  -0.254  -2.406 -20.629  -0.090   1.892   0.004
 2007.625   -0.250   0.069  -2.367 -20.611  -0.093   2.161  -0.319
 2007.708   -2.470   0.118  -2.521 -20.589  -0.103   2.353  -2.588
